ID,-,000,2004,2005,analysts,bank,budget,business,chief,china,companies,company,country,deal,december,demand,dollar,economic,economy,europe,european,euros,expected,financial,firm,firms,foreign,government,group,growth,interest,investment,jobs,market,months,oil,people,president,prices,profits,quarter,rate,rates,rise,sales,shares,spending,stock,tax,three,time,told,uk,will,year,years,yukos,actor,album,award,awards,band,bbc,best,british,film,including,music,number,song,star,top,tv,won,bill,blair,blunkett,britain,brown,chancellor,election,general,howard,labour,law,leader,lord,minister,ministers,mps,party,plans,police,prime,public,report,secretary,spokesman,tony,tories,tory,work,arsenal,boss,chance,chelsea,club,coach,cup,don,england,final,football,france,game,games,goal,going,good,great,injury,ireland,league,liverpool,manager,match,minutes,olympic,play,players,race,season,second,side,sport,start,team,united,ve,wales,well,win,2,access,broadband,computer,content,data,digital,help,industry,internet,media,microsoft,mobile,net,news,online,phone,phones,search,security,service,services,site,sites,software,system,technology,users,video,web,website,class
32,0.492721,0,0,0,0,2.006265,0,0,0,0,0,1.371141,0,2.13603,0,0,0,0,0,0,0,0,1.919011,1.965238,1.354438,2.006265,0,0,1.926505,0,0,0,0,1.334911,0,0,0,0,0,2.246285,0,0,0,0,0,0,0,0,0,0,0,1.06682,0,0.28739,0.569145,0,0,0,0,0,0,0,0,1.547273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,business
33,0,0,0,0,0,0,0,0,0,0,0,0,1.615958,0,0,0,0,1.965238,0,0,0,0,0,0,0,0,0,1.130708,0,1.748134,0,0,0,0,0,0,0.777109,0,0,0,0,0,0,0,0,0,0,0,2.596391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.848221,2.321977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.919011,1.815364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.295817,0,0,0,0,0,0,2.115938,0,0,0,0,0,0,0,0,0,0,0,0,0,2.222787,0,0,0,0,0,0,0,0,0,business
34,0,1.082249,0,0,0,0,0,1.926505,0,2.503834,0,1.371141,0,2.13603,0,0,0,0,0,0,0,0,0,1.965238,1.354438,0,0,0,0,0,0,2.049874,2.363166,0,0,0,0.777109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.860906,1.06682,1.028656,0.28739,0,0,0,0,0,0,0,0,1.241953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.453705,2.295817,0,2.049874,0,0,0,0,0,0,0,0,0,1.93408,0,0,0,0,1.783994,0,1.897005,0,0,0,0,0,2.068115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.295817,0,0,0,0,0,0,0,2.308773,0,0,0,0,0,1.981359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,business
35,0,0,1.777887,2.058934,1.875676,0,0,1.926505,1.771834,0,0,1.371141,0,0,0,0,0,0,1.882713,0,0,0,0,0,1.354438,2.006265,0,0,0,0,0,0,0,1.334911,0,0,0,0,0,2.246285,0,0,0,0,0,0,0,0,0,0,0,1.06682,1.028656,0.28739,0.569145,0.978911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.957317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.965238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.295817,0,0,0,1.981359,0,0,0,0,0,0,0,0,0,0,0,1.765832,0,0,0,0,business
36,0,0,0,2.058934,0,0,0,1.926505,1.771834,0,1.573936,0,0,0,0,0,0,0,0,0,1.771834,0,0,1.965238,0,2.006265,2.377458,0,0,0,0,0,0,1.334911,1.93408,0,0,0,0,0,0,0,0,0,0,1.926505,0,2.270609,0,0,0.860906,1.06682,1.028656,0.28739,0.569145,0,0,0,0,0,0,0,1.241953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08685,0,0,0,0,0,0,0,0,1.815364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,business
37,0,0,0,0,0,2.006265,0,1.926505,0,0,1.573936,1.371141,1.615958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.334911,0,0,0,0,0,0,0,0,0,0,0,1.926505,0,2.270609,0,1.214444,0.860906,1.06682,0,0,0.569145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.611161,0,0,0,0,0,0,0,0,0,0,0,2.211329,0,0,0,0,0,0,0,0,1.765832,0,0,0,0,0,0,0,0,0,0,2.222787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,business
38,0,0,0,0,0,0,0,1.926505,0,0,0,1.371141,0,0,0,0,0,0,0,0,0,2.521383,1.919011,0,1.354438,2.006265,0,0,0,1.748134,0,0,0,0,0,0,0,0,0,2.246285,2.200058,0,0,0,2.106105,0,0,0,0,0,0,0,0,0,0.569145,0.978911,0,0,0,0,0,0,0,0,0,0,2.006265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.295817,0,0,0,0,0,0,0,0,0,0,0,2.308773,2.01477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,business
39,0.492721,0,0,0,0,0,0,0,0,2.503834,1.573936,1.371141,0,2.13603,0,0,0,0,0,0,0,0,0,0,0,0,2.377458,1.130708,0,0,0,0,0,1.334911,0,0,0,0,0,0,0,0,0,0,2.106105,1.926505,0,2.270609,0,1.214444,0,0,0,0.28739,0,0.978911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.270609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.308773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,business
40,0,0,1.777887,2.058934,0,0,0,0,1.771834,0,0,0,0,0,0,0,0,0,0,0,0,0,1.919011,0,1.354438,0,0,0,0,1.748134,0,2.049874,0,1.334911,0,0,0,0,0,2.246285,0,0,0,1.965238,2.106105,1.926505,0,2.270609,0,0,0,0,1.028656,0.28739,0.569145,0.978911,0,0,0,0,0,0,0,0,0,0,2.006265,0,1.556047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93408,0,0,0,0,0,0,0,0,0,0,0,0,0,2.167305,1.926505,0,1.965238,0,2.0321,0,2.08685,0,0,0,0,0,0,0,0,2.335436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,business
41,0,0,0,0,0,0,2.557872,0,1.771834,0,0,0,0,0,0,0,0,1.965238,1.882713,0,0,0,1.919011,1.965238,0,0,0,1.130708,0,1.748134,0,0,0,0,0,0,0,2.246285,0,0,0,0,0,1.965238,0,0,2.422193,0,2.596391,0,0,0,0,0,0.569145,0.978911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.815364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.981359,0,0,0,0,2.521383,0,0,0,0,0,0,0,0,0,0,0,business
42,0,0,1.777887,2.058934,0,0,0,1.926505,1.771834,0,0,1.371141,0,0,0,0,0,0,0,0,0,0,1.919011,0,0,0,0,0,1.926505,0,0,0,0,0,0,0,0,0,2.068115,0,0,0,0,1.965238,0,1.926505,0,0,0,0,0,0,1.028656,0,0.569145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.957317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,business
43,0,0,0,0,0,0,0,0,0,0,0,0,1.615958,0,0,0,0,0,0,0,0,0,0,0,0,0,2.377458,1.130708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.860906,1.06682,0,0.28739,0.569145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.759883,0,0,0,1.635485,0,0,0,1.93408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.981359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,business
44,0.492721,0,1.777887,2.058934,1.875676,0,0,0,0,0,1.573936,0,1.615958,0,0,0,0,1.965238,1.882713,0,0,0,0,0,0,0,0,1.130708,0,1.748134,0,0,0,1.334911,1.93408,0,0,0,0,2.246285,0,0,0,1.965238,0,0,2.422193,2.270609,0,1.214444,0.860906,0,0,0.28739,0.569145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.635485,2.13603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.295817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.222787,0,0,0,0,0,0,0,0,0,business
45,0,0,0,0,0,0,0,0,0,0,0,1.371141,0,0,0,2.096411,2.422193,0,0,0,0,0,0,0,0,0,0,1.130708,1.926505,0,0,0,0,1.334911,0,2.106105,0,0,2.068115,0,0,0,0,1.965238,0,0,0,0,0,0,0.860906,1.06682,0,0.28739,0.569145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.321977,0,1.981359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.875676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.981359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,business
46,0,0,1.777887,0,1.875676,2.006265,0,0,0,0,0,0,1.615958,0,0,2.096411,2.422193,1.965238,1.882713,0,0,0,1.919011,0,0,0,0,1.130708,0,1.748134,0,0,0,0,0,2.106105,0,0,2.068115,0,2.200058,0,0,1.965238,0,1.926505,0,0,0,0,0.860906,0,0,0,0.569145,0.978911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.222787,1.997863,0,2.308773,0,0,0,2.308773,0,0,0,0,2.521383,0,0,0,0,0,0,0,0,0,0,0,0,0,business
47,0,0,0,2.058934,0,0,2.557872,0,0,0,0,0,0,2.13603,0,0,0,0,0,2.222787,1.771834,0,0,0,1.354438,0,0,0,0,0,0,0,2.363166,1.334911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28739,0.569145,0.978911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.815364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.295817,0,0,0,0,0,0,2.115938,0,0,0,0,0,0,1.981359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,business
48,0,0,0,0,0,0,0,0,1.771834,0,0,1.371141,0,0,0,0,0,0,0,0,0,2.521383,1.919011,0,1.354438,0,0,1.130708,1.926505,0,0,0,0,1.334911,0,0,0,0,0,0,0,0,0,0,0,1.926505,0,2.270609,0,0,0,0,0,0.28739,0.569145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.308773,0,0,0,0,0,1.981359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,business
49,0,1.082249,0,0,0,0,0,0,0,0,0,1.371141,0,2.13603,0,2.096411,0,0,0,2.222787,0,0,0,0,0,0,0,0,1.926505,0,0,2.049874,2.363166,0,0,0,0.777109,0,0,0,0,0,0,1.965238,2.106105,0,0,0,0,0,0.860906,0,1.028656,0.28739,0.569145,0.978911,0,0,0,0,0,0,0,0,0,0,2.006265,0,1.556047,0,0,2.13603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.815364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.178052,0,1.49684,0,0,0,0,0,0,0,0,2.115938,2.308773,0,0,0,0,0,1.981359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04093,business
50,0.492721,0,1.777887,2.058934,0,0,0,1.926505,1.771834,2.503834,0,1.371141,0,0,0,2.096411,2.422193,0,1.882713,2.222787,1.771834,0,0,0,1.354438,0,0,0,0,1.748134,2.125911,0,0,1.334911,0,2.106105,0,0,2.068115,2.246285,0,0,0,0,2.106105,1.926505,0,0,0,0,0,0,0,0,0.569145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,business
51,0.492721,1.082249,0,0,1.875676,2.006265,0,1.926505,0,0,1.573936,0,0,0,0,0,0,0,0,0,0,2.521383,0,1.965238,1.354438,0,0,0,0,0,0,0,0,1.334911,0,0,0,0,0,0,0,0,0,0,2.106105,0,0,2.270609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.049874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.765832,0,0,0,0,0,2.295817,0,0,0,0,0,0,2.115938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,business
52,0.492721,0,1.777887,2.058934,1.875676,0,2.557872,1.926505,0,0,1.573936,1.371141,1.615958,0,0,0,0,1.965238,1.882713,0,1.771834,2.521383,1.919011,0,1.354438,2.006265,0,1.130708,0,1.748134,0,0,0,0,0,0,0.777109,0,0,0,0,0,0,0,0,0,2.422193,0,2.596391,0,0.860906,0,0,0.28739,0.569145,0.978911,0,0,0,0,0,0,0,0,0,0,2.006265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.270609,0,0,1.635485,0,0,0,1.93408,0,1.997863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.919011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.115938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.246285,0,0,0,0,0,business
53,0.492721,0,1.777887,2.058934,0,0,0,0,1.771834,0,0,1.371141,0,0,2.146299,0,2.422193,0,0,0,0,0,1.919011,1.965238,0,0,0,0,1.926505,1.748134,0,0,0,0,1.93408,0,0,0,0,2.246285,2.200058,0,0,1.965238,2.106105,0,0,0,0,0,0,0,0,0,0.569145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.815364,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0321,0,0,0,0,0,0,0,1.49684,0,0,0,0,0,0,2.222787,0,0,0,0,2.295817,0,0,0,1.981359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,business
54,0.492721,1.082249,0,2.058934,1.875676,0,0,0,0,0,0,1.371141,1.615958,0,0,2.096411,0,0,0,2.222787,0,0,0,0,0,0,0,0,0,0,0,2.049874,0,1.334911,0,0,0.777109,0,0,0,0,0,0,0,2.106105,0,0,0,0,0,0,0,0,0.28739,0.569145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93408,0,0,1.848221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,business
55,0.492721,1.082249,1.777887,2.058934,0,0,2.557872,1.926505,0,0,0,1.371141,1.615958,0,0,0,0,1.965238,1.882713,0,0,0,1.919011,0,0,2.006265,0,1.130708,0,1.748134,2.125911,0,2.363166,0,0,0,0,0,0,0,0,0,2.308773,1.965238,0,0,2.422193,0,2.596391,1.214444,0,0,0,0.28739,0.569145,0.978911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.635485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.815364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,business
56,0.492721,1.082249,1.777887,2.058934,0,0,0,0,1.771834,2.503834,0,1.371141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.926505,1.748134,0,2.049874,0,0,0,0,0,0,0,0,0,0,0,1.965238,2.106105,0,0,0,0,1.214444,0,0,0,0,0.569145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.815364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.295817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,business
57,0,0,0,0,0,2.006265,0,1.926505,0,0,0,0,0,0,0,0,0,1.965238,1.882713,0,0,0,0,0,0,0,0,0,0,1.748134,2.125911,0,0,1.334911,0,2.106105,0,0,2.068115,0,2.200058,2.200058,2.308773,0,0,0,0,0,0,0,0.860906,0,1.028656,0.28739,0.569145,0.978911,0,0,0,0,0,0,0,1.547273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.606397,0,0,0,0,1.926505,0,0,0,2.0321,0,0,0,0,0,0,0,1.815364,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0321,0,0,0,0,0,0,2.486718,1.49684,0,0,0,0,0,0,2.222787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,business
58,0.492721,0,0,0,0,0,0,0,1.771834,0,0,1.371141,0,0,0,0,0,0,0,2.222787,0,0,0,0,1.354438,0,0,0,0,0,0,0,2.363166,0,0,0,0,0,0,0,0,0,0,1.965238,0,1.926505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.919011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.539387,0,0,0,0,0,0,0,business
59,0,0,1.777887,0,0,0,0,1.926505,1.771834,0,0,1.371141,0,2.13603,0,0,0,0,0,0,0,0,0,1.965238,1.354438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06682,0,0,0,0.978911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,business
60,0,0,0,0,0,0,0,0,0,0,1.573936,1.371141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.926505,0,0,0,0,0,0,0,0,2.246285,2.068115,0,0,0,0,0,0,0,0,0,0,1.214444,0,0,0,0,0,0.978911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.049874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.308773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,business
61,0.492721,1.082249,1.777887,0,1.875676,2.006265,0,0,0,0,0,0,0,0,2.146299,0,0,0,0,0,0,0,1.919011,0,0,0,0,0,0,0,0,0,0,1.334911,1.93408,0,0.777109,0,0,0,2.200058,2.200058,2.308773,1.965238,0,0,0,0,0,1.214444,0,1.06682,1.028656,0.28739,0.569145,0,0,0,0,0,0,0,0,0,0,0,0,0,1.556047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.606397,0,0,0,0,0,0,0,0,2.0321,0,0,2.270609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,business
62,0.492721,0,1.777887,2.058934,1.875676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.919011,0,1.354438,0,0,0,1.926505,0,0,0,0,0,0,0,0,0,0,2.246285,0,0,0,1.965238,0,1.926505,0,0,0,0,0,1.06682,1.028656,0.28739,0,0.978911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.465148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.321977,0,0,0,0,0,1.606397,0,0,0,0,0,0,1.965238,0,0,2.115938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.601666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.981359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,business
63,0,0,1.777887,2.058934,1.875676,0,0,0,1.771834,0,0,0,0,0,2.146299,0,0,0,0,0,0,0,1.919011,0,0,0,0,0,0,1.748134,0,2.049874,0,0,0,0,0,0,0,0,2.200058,2.200058,0,1.965238,2.106105,0,2.422193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.049874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,business
64,0,1.082249,0,0,0,0,0,0,0,0,0,1.371141,0,0,0,0,0,0,0,0,1.771834,2.521383,1.919011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.246285,0,0,0,0,0,0,0,0,0,0,0,0,0.860906,1.06682,0,0,0,0,0,0,0,0,0,0,1.241953,1.547273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.981359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,business
